device,baseline_hour,baseline_price_eur_kwh,energy_kwh,baseline_cost_eur,recommended_hour,price_eur_kwh,estimated_cost_eur,date,savings_eur,savings_pct
Lavadora,20,0.2191,1.0,0.2191,14,0.1191,0.1191,2024-10-11,0.09999999999999999,45.64125969876768
Lavavajillas,20,0.2191,1.3,0.2849,15,0.1257,0.1635,2024-10-11,0.12139999999999998,42.611442611442605
Secadora,20,0.2191,2.0,0.4383,16,0.1303,0.2606,2024-10-11,0.17770000000000002,40.5430070727812
Termo eléctrico,20,0.2191,2.5,0.5478,5,0.1166,0.2915,2024-10-11,0.2563,46.787148594377506
Lavadora,20,0.1642,1.0,0.1642,15,0.0921,0.0921,2024-10-12,0.07210000000000001,43.90986601705238
Lavavajillas,20,0.1642,1.3,0.2135,16,0.0929,0.1207,2024-10-12,0.0928,43.46604215456674
Secadora,20,0.1642,2.0,0.3284,14,0.106,0.212,2024-10-12,0.11640000000000003,35.444579780755184
Termo eléctrico,20,0.1642,2.5,0.4106,3,0.0776,0.1939,2024-10-12,0.21670000000000003,52.776424744276675
Lavadora,20,0.1648,1.0,0.1648,13,0.0374,0.0374,2024-10-13,0.1274,77.30582524271846
Lavavajillas,20,0.1648,1.3,0.2142,14,0.0376,0.0489,2024-10-13,0.1653,77.17086834733894
Secadora,20,0.1648,2.0,0.3295,15,0.0386,0.0773,2024-10-13,0.25220000000000004,76.54021244309561
Termo eléctrico,20,0.1648,2.5,0.4119,12,0.0429,0.1073,2024-10-13,0.3046,73.94998786113133
Lavadora,20,0.2947,1.0,0.2947,16,0.1243,0.1243,2024-10-14,0.17040000000000002,57.821513403461154
Lavavajillas,20,0.2947,1.3,0.3831,15,0.1257,0.1634,2024-10-14,0.2197,57.347950926651
Secadora,20,0.2947,2.0,0.5894,14,0.1259,0.2518,2024-10-14,0.3376,57.278588394977945
Termo eléctrico,20,0.2947,2.5,0.7368,1,0.1217,0.3042,2024-10-14,0.4326,58.713355048859924
Lavadora,20,0.2392,1.0,0.2392,7,0.125,0.125,2024-10-15,0.1142,47.74247491638796
Lavavajillas,20,0.2392,1.3,0.311,14,0.1295,0.1683,2024-10-15,0.1427,45.88424437299035
Secadora,20,0.2392,2.0,0.4785,15,0.1326,0.2651,2024-10-15,0.21339999999999998,44.59770114942528
Termo eléctrico,20,0.2392,2.5,0.5981,4,0.1065,0.2664,2024-10-15,0.33169999999999994,55.45895335228222
Lavadora,20,0.2363,1.0,0.2363,14,0.0657,0.0657,2024-10-16,0.17060000000000003,72.19636055861194
Lavavajillas,20,0.2363,1.3,0.3072,15,0.0781,0.1016,2024-10-16,0.20559999999999998,66.92708333333334
Secadora,20,0.2363,2.0,0.4726,16,0.0984,0.1969,2024-10-16,0.27570000000000006,58.336859923825656
Termo eléctrico,20,0.2363,2.5,0.5907,5,0.0852,0.213,2024-10-16,0.37770000000000004,63.94108684611478
Lavadora,20,0.2014,1.0,0.2014,15,0.063,0.063,2024-10-17,0.1384,68.71896722939424
Lavavajillas,20,0.2014,1.3,0.2619,16,0.0635,0.0825,2024-10-17,0.1794,68.49942726231386
Secadora,20,0.2014,2.0,0.4029,14,0.0638,0.1277,2024-10-17,0.2752,68.30479027053859
Termo eléctrico,20,0.2014,2.5,0.5036,17,0.0673,0.1683,2024-10-17,0.33530000000000004,66.58061953931693
Lavadora,20,0.2273,1.0,0.2273,14,0.0644,0.0644,2024-10-18,0.1629,71.66739991201055
Lavavajillas,20,0.2273,1.3,0.2955,15,0.0647,0.0841,2024-10-18,0.21139999999999998,71.53976311336717
Secadora,20,0.2273,2.0,0.4546,16,0.0689,0.1377,2024-10-18,0.3169,69.70963484381875
Termo eléctrico,20,0.2273,2.5,0.5682,3,0.0786,0.1964,2024-10-18,0.3718,65.43470608940514
Lavadora,20,0.1294,1.0,0.1294,15,0.0406,0.0406,2024-10-19,0.08879999999999999,68.6244204018547
Lavavajillas,20,0.1294,1.3,0.1683,16,0.0456,0.0593,2024-10-19,0.10900000000000001,64.76530005941771
Secadora,20,0.1294,2.0,0.2589,14,0.0485,0.097,2024-10-19,0.16190000000000002,62.533796832753964
Termo eléctrico,20,0.1294,2.5,0.3236,13,0.0523,0.1307,2024-10-19,0.1929,59.610630407911
Lavadora,20,0.1776,1.0,0.1776,13,0.0348,0.0348,2024-10-20,0.1428,80.4054054054054
Lavavajillas,20,0.1776,1.3,0.2309,12,0.035,0.0454,2024-10-20,0.1855,80.33780857514076
Secadora,20,0.1776,2.0,0.3552,14,0.0355,0.071,2024-10-20,0.2842,80.01126126126125
Termo eléctrico,20,0.1776,2.5,0.444,15,0.0361,0.0902,2024-10-20,0.3538,79.68468468468468
Lavadora,20,0.3044,1.0,0.3044,14,0.123,0.123,2024-10-21,0.1814,59.592641261498024
Lavavajillas,20,0.3044,1.3,0.3957,15,0.1247,0.1621,2024-10-21,0.2336,59.03462218852666
Secadora,20,0.3044,2.0,0.6088,16,0.1309,0.2617,2024-10-21,0.3471,57.0137976346912
Termo eléctrico,20,0.3044,2.5,0.761,4,0.1092,0.273,2024-10-21,0.488,64.12614980289094
Lavadora,20,0.2255,1.0,0.2255,16,0.1126,0.1126,2024-10-22,0.1129,50.06651884700665
Lavavajillas,20,0.2255,1.3,0.2931,15,0.1128,0.1466,2024-10-22,0.14650000000000002,49.98294097577619
Secadora,20,0.2255,2.0,0.451,14,0.113,0.2259,2024-10-22,0.22510000000000002,49.91130820399113
Termo eléctrico,20,0.2255,2.5,0.5637,4,0.1053,0.2632,2024-10-22,0.3005,53.30849742770978
Lavadora,20,0.2627,1.0,0.2627,14,0.1119,0.1119,2024-10-23,0.1508,57.403882755995426
Lavavajillas,20,0.2627,1.3,0.3415,15,0.1171,0.1522,2024-10-23,0.18930000000000002,55.43191800878478
Secadora,20,0.2627,2.0,0.5253,16,0.1215,0.2431,2024-10-23,0.2822,53.721682847896446
Termo eléctrico,20,0.2627,2.5,0.6567,5,0.1001,0.2504,2024-10-23,0.40629999999999994,61.86995583980508
Lavadora,20,0.2189,1.0,0.2189,15,0.0848,0.0848,2024-10-24,0.1341,61.26084970306075
Lavavajillas,20,0.2189,1.3,0.2845,14,0.0913,0.1187,2024-10-24,0.16579999999999998,58.27768014059753
Secadora,20,0.2189,2.0,0.4377,16,0.1125,0.225,2024-10-24,0.21269999999999997,48.59492803289924
Termo eléctrico,20,0.2189,2.5,0.5472,3,0.1072,0.268,2024-10-24,0.2792,51.02339181286549
Lavadora,20,0.2253,1.0,0.2253,16,0.104,0.104,2024-10-25,0.1213,53.8393253439858
Lavavajillas,20,0.2253,1.3,0.2929,15,0.1056,0.1373,2024-10-25,0.1556,53.12393308296347
Secadora,20,0.2253,2.0,0.4505,14,0.114,0.228,2024-10-25,0.2225,49.38956714761376
Termo eléctrico,20,0.2253,2.5,0.5632,5,0.087,0.2174,2024-10-25,0.3458,61.39914772727272
Lavadora,20,0.1316,1.0,0.1316,15,0.0426,0.0426,2024-10-26,0.089,67.62917933130699
Lavavajillas,20,0.1316,1.3,0.1711,16,0.0433,0.0563,2024-10-26,0.1148,67.09526592635885
Secadora,20,0.1316,2.0,0.2633,14,0.0528,0.1056,2024-10-26,0.15769999999999998,59.8936574249905
Termo eléctrico,20,0.1316,2.5,0.3291,13,0.0625,0.1562,2024-10-26,0.1729,52.5372227286539
Lavadora,20,0.1557,1.0,0.1557,12,0.0753,0.0753,2024-10-27,0.0804,51.63776493256261
Lavavajillas,20,0.1557,1.3,0.2024,13,0.0754,0.098,2024-10-27,0.10439999999999999,51.581027667984195
Secadora,20,0.1557,2.0,0.3114,11,0.0793,0.1586,2024-10-27,0.15280000000000002,49.06872190109185
Termo eléctrico,20,0.1557,2.5,0.3892,15,0.0844,0.2109,2024-10-27,0.1783,45.811921891058574
Lavadora,20,0.232,1.0,0.232,14,0.1126,0.1126,2024-10-28,0.1194,51.46551724137931
Lavavajillas,20,0.232,1.3,0.3017,15,0.1156,0.1502,2024-10-28,0.15150000000000002,50.21544580709314
Secadora,20,0.232,2.0,0.4641,9,0.1308,0.2616,2024-10-28,0.2025,43.63283775048481
Termo eléctrico,20,0.232,2.5,0.5801,3,0.0968,0.242,2024-10-28,0.33809999999999996,58.28305464575073
Lavadora,20,0.2155,1.0,0.2155,7,0.1261,0.1261,2024-10-29,0.08940000000000001,41.48491879350348
Lavavajillas,20,0.2155,1.3,0.2802,9,0.1359,0.1766,2024-10-29,0.1036,36.973590292648105
Secadora,20,0.2155,2.0,0.4311,14,0.136,0.2719,2024-10-29,0.1592,36.92878682440269
Termo eléctrico,20,0.2155,2.5,0.5388,4,0.0903,0.2256,2024-10-29,0.3131999999999999,58.129175946547875
Lavadora,20,0.2626,1.0,0.2626,7,0.1126,0.1126,2024-10-30,0.15,57.12109672505712
Lavavajillas,20,0.2626,1.3,0.3414,14,0.1289,0.1676,2024-10-30,0.17379999999999998,50.90802577621558
Secadora,20,0.2626,2.0,0.5252,15,0.1356,0.2711,2024-10-30,0.2541,48.38156892612338
Termo eléctrico,20,0.2626,2.5,0.6566,4,0.0797,0.1993,2024-10-30,0.45729999999999993,69.64666463600365
Lavadora,20,0.2653,1.0,0.2653,14,0.1436,0.1436,2024-10-31,0.12169999999999997,45.87259705993215
Lavavajillas,20,0.2653,1.3,0.3449,15,0.1584,0.206,2024-10-31,0.1389,40.272542766019136
Secadora,20,0.2653,2.0,0.5306,9,0.163,0.326,2024-10-31,0.20459999999999995,38.560120618168106
Termo eléctrico,20,0.2653,2.5,0.6633,4,0.1092,0.273,2024-10-31,0.3903,58.842152872003616
Lavadora,20,0.1627,1.0,0.1627,11,0.0829,0.0829,2024-11-01,0.07980000000000001,49.04732636754764
Lavavajillas,20,0.1627,1.3,0.2115,12,0.0847,0.1101,2024-11-01,0.10139999999999999,47.94326241134751
Secadora,20,0.1627,2.0,0.3254,13,0.0853,0.1705,2024-11-01,0.1549,47.602950215119854
Termo eléctrico,20,0.1627,2.5,0.4067,14,0.0959,0.2397,2024-11-01,0.167,41.06220801573642
Lavadora,20,0.1538,1.0,0.1538,13,0.1045,0.1045,2024-11-02,0.0493,32.05461638491548
Lavavajillas,20,0.1538,1.3,0.2,11,0.1071,0.1392,2024-11-02,0.06080000000000002,30.40000000000001
Secadora,20,0.1538,2.0,0.3077,14,0.1075,0.215,2024-11-02,0.09269999999999998,30.12674683132921
Termo eléctrico,20,0.1538,2.5,0.3846,15,0.1087,0.2718,2024-11-02,0.11280000000000001,29.32917316692668
Lavadora,20,0.1566,1.0,0.1566,12,0.0402,0.0402,2024-11-03,0.11639999999999999,74.3295019157088
Lavavajillas,20,0.1566,1.3,0.2036,11,0.0543,0.0706,2024-11-03,0.133,65.32416502946955
Secadora,20,0.1566,2.0,0.3132,14,0.0594,0.1187,2024-11-03,0.19449999999999998,62.100893997445716
Termo eléctrico,20,0.1566,2.5,0.3915,13,0.0595,0.1487,2024-11-03,0.24280000000000002,62.017879948914434
Lavadora,20,0.2305,1.0,0.2305,14,0.1451,0.1451,2024-11-04,0.0854,37.049891540130155
Lavavajillas,20,0.2305,1.3,0.2997,15,0.1665,0.2164,2024-11-04,0.08330000000000001,27.794461127794463
Secadora,20,0.2305,2.0,0.4611,9,0.1744,0.3489,2024-11-04,0.11220000000000002,24.333116460637612
Termo eléctrico,20,0.2305,2.5,0.5764,3,0.1388,0.3469,2024-11-04,0.22950000000000004,39.816099930603755
Lavadora,20,0.2662,1.0,0.2662,7,0.1593,0.1593,2024-11-05,0.1069,40.15777610818933
Lavavajillas,20,0.2662,1.3,0.3461,14,0.1609,0.2092,2024-11-05,0.13690000000000002,39.55504189540596
Secadora,20,0.2662,2.0,0.5325,15,0.1648,0.3297,2024-11-05,0.20279999999999998,38.08450704225352
Termo eléctrico,20,0.2662,2.5,0.6656,2,0.1278,0.3196,2024-11-05,0.346,51.98317307692307
Lavadora,20,0.2442,1.0,0.2442,14,0.136,0.136,2024-11-06,0.10819999999999999,44.307944307944304
Lavavajillas,20,0.2442,1.3,0.3175,15,0.1469,0.191,2024-11-06,0.1265,39.84251968503937
Secadora,20,0.2442,2.0,0.4885,16,0.1611,0.3221,2024-11-06,0.1664,34.063459570112585
Termo eléctrico,20,0.2442,2.5,0.6106,4,0.1518,0.3796,2024-11-06,0.23100000000000004,37.83164100884376
Lavadora,20,0.2409,1.0,0.2409,14,0.1461,0.1461,2024-11-07,0.0948,39.35242839352428
Lavavajillas,20,0.2409,1.3,0.3132,15,0.1666,0.2165,2024-11-07,0.09669999999999998,30.874840357598977
Secadora,20,0.2409,2.0,0.4818,22,0.1731,0.3462,2024-11-07,0.1356,28.144458281444585
Termo eléctrico,20,0.2409,2.5,0.6022,1,0.1327,0.3316,2024-11-07,0.27059999999999995,44.935237462637
Lavadora,20,0.2443,1.0,0.2443,7,0.1655,0.1655,2024-11-08,0.07879999999999998,32.25542365943511
Lavavajillas,20,0.2443,1.3,0.3176,14,0.1689,0.2196,2024-11-08,0.098,30.856423173803528
Secadora,20,0.2443,2.0,0.4887,9,0.1784,0.3568,2024-11-08,0.13190000000000002,26.989973398813177
Termo eléctrico,20,0.2443,2.5,0.6108,0,0.1365,0.3412,2024-11-08,0.2696,44.13883431565161
Lavadora,20,0.1676,1.0,0.1676,14,0.1262,0.1262,2024-11-09,0.04139999999999999,24.701670644391406
Lavavajillas,20,0.1676,1.3,0.2179,15,0.1285,0.167,2024-11-09,0.0509,23.359339146397428
Secadora,20,0.1676,2.0,0.3352,13,0.1292,0.2585,2024-11-09,0.07669999999999999,22.881861575178995
Termo eléctrico,20,0.1676,2.5,0.419,12,0.1334,0.3336,2024-11-09,0.08539999999999998,20.38186157517899
Lavadora,20,0.1677,1.0,0.1677,12,0.0815,0.0815,2024-11-10,0.08619999999999998,51.401311866428145
Lavavajillas,20,0.1677,1.3,0.218,13,0.0816,0.1061,2024-11-10,0.1119,51.3302752293578
Secadora,20,0.1677,2.0,0.3353,14,0.0816,0.1632,2024-11-10,0.17209999999999998,51.32716969877721
Termo eléctrico,20,0.1677,2.5,0.4192,11,0.084,0.21,2024-11-10,0.20920000000000002,49.904580152671755
Lavadora,20,0.2265,1.0,0.2265,15,0.0582,0.0582,2024-11-11,0.1683,74.3046357615894
Lavavajillas,20,0.2265,1.3,0.2945,14,0.0584,0.076,2024-11-11,0.21849999999999997,74.19354838709677
Secadora,20,0.2265,2.0,0.453,13,0.1181,0.2362,2024-11-11,0.21680000000000002,47.858719646799116
Termo eléctrico,20,0.2265,2.5,0.5662,16,0.1333,0.3333,2024-11-11,0.23290000000000005,41.133874955846
Lavadora,20,0.2544,1.0,0.2544,14,0.0612,0.0612,2024-11-12,0.1932,75.94339622641509
Lavavajillas,20,0.2544,1.3,0.3307,15,0.0614,0.0798,2024-11-12,0.2509,75.86936800725735
Secadora,20,0.2544,2.0,0.5087,11,0.1109,0.2219,2024-11-12,0.28680000000000005,56.37900530764695
Termo eléctrico,20,0.2544,2.5,0.6359,4,0.0804,0.2011,2024-11-12,0.4348,68.37553074382765
Lavadora,20,0.2482,1.0,0.2482,14,0.1431,0.1431,2024-11-13,0.1051,42.344883158742945
Lavavajillas,20,0.2482,1.3,0.3227,15,0.1588,0.2064,2024-11-13,0.11629999999999999,36.03966532383018
Secadora,20,0.2482,2.0,0.4965,16,0.176,0.352,2024-11-13,0.14450000000000002,29.103726082578053
Termo eléctrico,20,0.2482,2.5,0.6206,4,0.1375,0.3436,2024-11-13,0.277,44.634224943602966
Lavadora,20,0.2508,1.0,0.2508,7,0.1602,0.1602,2024-11-14,0.09060000000000001,36.124401913875595
Lavavajillas,20,0.2508,1.3,0.326,23,0.174,0.2262,2024-11-14,0.0998,30.61349693251534
Secadora,20,0.2508,2.0,0.5016,14,0.1793,0.3586,2024-11-14,0.14300000000000007,28.508771929824572
Termo eléctrico,20,0.2508,2.5,0.627,0,0.1298,0.3246,2024-11-14,0.3024,48.229665071770334
Lavadora,20,0.2415,1.0,0.2415,14,0.173,0.173,2024-11-15,0.0685,28.364389233954455
Lavavajillas,20,0.2415,1.3,0.314,23,0.174,0.2262,2024-11-15,0.08779999999999999,27.96178343949044
Secadora,20,0.2415,2.0,0.483,15,0.1765,0.353,2024-11-15,0.13,26.91511387163561
Termo eléctrico,20,0.2415,2.5,0.6038,3,0.1448,0.3621,2024-11-15,0.24170000000000003,40.02981119576019
Lavadora,20,0.1787,1.0,0.1787,13,0.1344,0.1344,2024-11-16,0.044300000000000006,24.79015109121433
Lavavajillas,20,0.1787,1.3,0.2323,14,0.1358,0.1766,2024-11-16,0.0557,23.977615152819627
Secadora,20,0.1787,2.0,0.3575,12,0.1365,0.273,2024-11-16,0.08449999999999996,23.636363636363626
Termo eléctrico,20,0.1787,2.5,0.4468,6,0.1375,0.3436,2024-11-16,0.10319999999999996,23.097582811101155
Lavadora,20,0.1898,1.0,0.1898,13,0.1193,0.1193,2024-11-17,0.0705,37.144362486828236
Lavavajillas,20,0.1898,1.3,0.2468,11,0.1233,0.1602,2024-11-17,0.08659999999999998,35.08914100486223
Secadora,20,0.1898,2.0,0.3796,10,0.1236,0.2473,2024-11-17,0.1323,34.852476290832456
Termo eléctrico,20,0.1898,2.5,0.4746,14,0.1247,0.3117,2024-11-17,0.16290000000000004,34.32364096080911
Lavadora,20,0.2678,1.0,0.2678,14,0.1715,0.1715,2024-11-18,0.09629999999999997,35.95967139656459
Lavavajillas,20,0.2678,1.3,0.3482,15,0.1813,0.2357,2024-11-18,0.11250000000000002,32.30901780585871
Secadora,20,0.2678,2.0,0.5357,9,0.1918,0.3837,2024-11-18,0.15199999999999997,28.37408997573268
Termo eléctrico,20,0.2678,2.5,0.6696,2,0.1616,0.4041,2024-11-18,0.26549999999999996,39.6505376344086
Lavadora,20,0.2542,1.0,0.2542,14,0.1477,0.1477,2024-11-19,0.10649999999999998,41.89614476789929
Lavavajillas,20,0.2542,1.3,0.3304,15,0.1562,0.2031,2024-11-19,0.12730000000000002,38.529055690072646
Secadora,20,0.2542,2.0,0.5084,9,0.1918,0.3835,2024-11-19,0.12489999999999996,24.567269866247045
Termo eléctrico,20,0.2542,2.5,0.6355,5,0.1594,0.3985,2024-11-19,0.23699999999999993,37.29346970889063
Lavadora,20,0.2552,1.0,0.2552,14,0.0832,0.0832,2024-11-20,0.172,67.39811912225704
Lavavajillas,20,0.2552,1.3,0.3317,15,0.1117,0.1452,2024-11-20,0.1865,56.22550497437444
Secadora,20,0.2552,2.0,0.5103,13,0.1574,0.3148,2024-11-20,0.19549999999999995,38.31079757005682
Termo eléctrico,20,0.2552,2.5,0.6379,4,0.1275,0.3186,2024-11-20,0.31930000000000003,50.05486753409626
Lavadora,20,0.2457,1.0,0.2457,15,0.0835,0.0835,2024-11-21,0.1622,66.01546601546602
Lavavajillas,20,0.2457,1.3,0.3194,14,0.0926,0.1203,2024-11-21,0.1991,62.33562930494677
Secadora,20,0.2457,2.0,0.4914,12,0.1448,0.2895,2024-11-21,0.20190000000000002,41.08669108669109
Termo eléctrico,20,0.2457,2.5,0.6142,4,0.1157,0.2892,2024-11-21,0.32499999999999996,52.91436014327579
Lavadora,20,0.2762,1.0,0.2762,14,0.16,0.16,2024-11-22,0.1162,42.07096307023895
Lavavajillas,20,0.2762,1.3,0.3591,15,0.1869,0.243,2024-11-22,0.11609999999999998,32.33082706766917
Secadora,20,0.2762,2.0,0.5524,16,0.2015,0.403,2024-11-22,0.14939999999999998,27.04561911658218
Termo eléctrico,20,0.2762,2.5,0.6906,4,0.1155,0.2887,2024-11-22,0.4019,58.19577179264408
Lavadora,20,0.1354,1.0,0.1354,14,0.0656,0.0656,2024-11-23,0.06979999999999999,51.55096011816839
Lavavajillas,20,0.1354,1.3,0.176,13,0.0724,0.0941,2024-11-23,0.08189999999999999,46.5340909090909
Secadora,20,0.1354,2.0,0.2708,11,0.0759,0.1517,2024-11-23,0.11909999999999998,43.9807976366322
Termo eléctrico,20,0.1354,2.5,0.3385,12,0.0765,0.1913,2024-11-23,0.14720000000000003,43.48596750369277
Lavadora,20,0.0975,1.0,0.0975,14,0.057,0.057,2024-11-24,0.0405,41.53846153846154
Lavavajillas,20,0.0975,1.3,0.1268,13,0.0579,0.0753,2024-11-24,0.05149999999999999,40.61514195583595
Secadora,20,0.0975,2.0,0.195,11,0.0582,0.1164,2024-11-24,0.0786,40.30769230769231
Termo eléctrico,20,0.0975,2.5,0.2438,12,0.0586,0.1464,2024-11-24,0.09739999999999999,39.95077932731747
Lavadora,20,0.2866,1.0,0.2866,14,0.1362,0.1362,2024-11-25,0.15040000000000003,52.47732030704816
Lavavajillas,20,0.2866,1.3,0.3726,15,0.1647,0.2141,2024-11-25,0.15849999999999997,42.538915727321516
Secadora,20,0.2866,2.0,0.5733,9,0.1792,0.3585,2024-11-25,0.21480000000000005,37.46729461015176
Termo eléctrico,20,0.2866,2.5,0.7166,3,0.059,0.1475,2024-11-25,0.5691,79.41668992464416
Lavadora,20,0.2612,1.0,0.2612,7,0.1786,0.1786,2024-11-26,0.08259999999999998,31.623277182235825
Lavavajillas,20,0.2612,1.3,0.3395,14,0.188,0.2444,2024-11-26,0.09510000000000002,28.011782032400596
Secadora,20,0.2612,2.0,0.5224,15,0.1924,0.3849,2024-11-26,0.13749999999999996,26.320826952526794
Termo eléctrico,20,0.2612,2.5,0.653,3,0.1628,0.4071,2024-11-26,0.2459,37.656967840735064
Lavadora,20,0.2765,1.0,0.2765,14,0.1556,0.1556,2024-11-27,0.12090000000000004,43.72513562386981
Lavavajillas,20,0.2765,1.3,0.3595,15,0.1658,0.2155,2024-11-27,0.144,40.055632823365784
Secadora,20,0.2765,2.0,0.553,16,0.201,0.4021,2024-11-27,0.15090000000000003,27.287522603978303
Termo eléctrico,20,0.2765,2.5,0.6913,4,0.1625,0.4063,2024-11-27,0.28500000000000003,41.226674381599885
Lavadora,20,0.2619,1.0,0.2619,14,0.1581,0.1581,2024-11-28,0.10380000000000003,39.63344788087057
Lavavajillas,20,0.2619,1.3,0.3404,15,0.1728,0.2246,2024-11-28,0.11579999999999999,34.01880141010575
Secadora,20,0.2619,2.0,0.5238,16,0.1925,0.385,2024-11-28,0.13880000000000003,26.498663612065677
Termo eléctrico,20,0.2619,2.5,0.6547,4,0.1475,0.3688,2024-11-28,0.28589999999999993,43.66885596456391
Lavadora,20,0.2688,1.0,0.2688,14,0.1604,0.1604,2024-11-29,0.1084,40.327380952380956
Lavavajillas,20,0.2688,1.3,0.3495,15,0.1794,0.2332,2024-11-29,0.11629999999999999,33.276108726752504
Secadora,20,0.2688,2.0,0.5377,16,0.1977,0.3953,2024-11-29,0.14239999999999997,26.483169053375484
Termo eléctrico,20,0.2688,2.5,0.6721,4,0.1385,0.3462,2024-11-29,0.3259,48.489808064276154
Lavadora,20,0.1781,1.0,0.1781,11,0.1172,0.1172,2024-11-30,0.06090000000000001,34.19427288040427
Lavavajillas,20,0.1781,1.3,0.2315,12,0.1187,0.1544,2024-11-30,0.0771,33.30453563714903
Secadora,20,0.1781,2.0,0.3562,13,0.1211,0.2422,2024-11-30,0.11400000000000002,32.00449185850646
Termo eléctrico,20,0.1781,2.5,0.4452,14,0.1296,0.324,2024-11-30,0.12119999999999997,27.223719676549862
Lavadora,20,0.224,1.0,0.224,12,0.138,0.138,2024-12-01,0.086,38.39285714285714
Lavavajillas,20,0.224,1.3,0.2912,11,0.1386,0.1801,2024-12-01,0.1111,38.152472527472526
Secadora,20,0.224,2.0,0.4479,13,0.1441,0.2881,2024-12-01,0.1598,35.67760660861799
Termo eléctrico,20,0.224,2.5,0.5599,10,0.1547,0.3868,2024-12-01,0.17309999999999998,30.916235041971778
Lavadora,20,0.2685,1.0,0.2685,14,0.1757,0.1757,2024-12-02,0.09280000000000002,34.56238361266295
Lavavajillas,20,0.2685,1.3,0.349,15,0.1888,0.2455,2024-12-02,0.10349999999999998,29.656160458452717
Secadora,20,0.2685,2.0,0.5369,16,0.2055,0.4109,2024-12-02,0.12600000000000006,23.46805736636246
Termo eléctrico,20,0.2685,2.5,0.6712,4,0.172,0.4299,2024-12-02,0.24130000000000001,35.95053635280095
Lavadora,20,0.2713,1.0,0.2713,14,0.1749,0.1749,2024-12-03,0.09639999999999999,35.53262071507556
Lavavajillas,20,0.2713,1.3,0.3527,15,0.1818,0.2363,2024-12-03,0.1164,33.00255174369152
Secadora,20,0.2713,2.0,0.5426,16,0.1974,0.3948,2024-12-03,0.1478,27.239218577220786
Termo eléctrico,20,0.2713,2.5,0.6782,4,0.162,0.405,2024-12-03,0.2732,40.28310232969625
Lavadora,20,0.268,1.0,0.268,14,0.1642,0.1642,2024-12-04,0.1038,38.731343283582085
Lavavajillas,20,0.268,1.3,0.3483,15,0.1839,0.2391,2024-12-04,0.10919999999999999,31.35228251507321
Secadora,20,0.268,2.0,0.5359,16,0.2124,0.4249,2024-12-04,0.11100000000000004,20.7128195558873
Termo eléctrico,20,0.268,2.5,0.6699,4,0.1492,0.373,2024-12-04,0.29690000000000005,44.32004776832363
Lavadora,20,0.2719,1.0,0.2719,14,0.1612,0.1612,2024-12-05,0.11069999999999997,40.713497609415214
Lavavajillas,20,0.2719,1.3,0.3534,15,0.1693,0.2201,2024-12-05,0.1333,37.719298245614034
Secadora,20,0.2719,2.0,0.5438,16,0.1944,0.3887,2024-12-05,0.15509999999999996,28.52151526296432
Termo eléctrico,20,0.2719,2.5,0.6797,5,0.1716,0.429,2024-12-05,0.2507,36.88391937619538
Lavadora,20,0.1896,1.0,0.1896,12,0.1298,0.1298,2024-12-06,0.05979999999999999,31.54008438818565
Lavavajillas,20,0.1896,1.3,0.2465,13,0.1369,0.178,2024-12-06,0.0685,27.789046653144016
Secadora,20,0.1896,2.0,0.3792,14,0.1374,0.2748,2024-12-06,0.10439999999999999,27.53164556962025
Termo eléctrico,20,0.1896,2.5,0.474,5,0.1352,0.338,2024-12-06,0.13599999999999995,28.691983122362863
Lavadora,20,0.1286,1.0,0.1286,11,0.0472,0.0472,2024-12-07,0.0814,63.297045101088656
Lavavajillas,20,0.1286,1.3,0.1672,14,0.0472,0.0614,2024-12-07,0.10579999999999998,63.277511961722475
Secadora,20,0.1286,2.0,0.2572,12,0.0484,0.0968,2024-12-07,0.1604,62.363919129082426
Termo eléctrico,20,0.1286,2.5,0.3214,13,0.0489,0.1222,2024-12-07,0.19920000000000002,61.97884256378345
Lavadora,20,0.1337,1.0,0.1337,14,0.0469,0.0469,2024-12-08,0.08680000000000002,64.92146596858639
Lavavajillas,20,0.1337,1.3,0.1738,13,0.0477,0.062,2024-12-08,0.11180000000000001,64.32681242807826
Secadora,20,0.1337,2.0,0.2674,11,0.0482,0.0964,2024-12-08,0.17100000000000004,63.94913986537024
Termo eléctrico,20,0.1337,2.5,0.3343,12,0.0489,0.1222,2024-12-08,0.21209999999999998,63.44600658091535
Lavadora,20,0.2607,1.0,0.2607,14,0.0607,0.0607,2024-12-09,0.19999999999999998,76.71653241273494
Lavavajillas,20,0.2607,1.3,0.3389,15,0.0718,0.0933,2024-12-09,0.24559999999999998,72.46975508999705
